ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Temperature
158747,SP28,"JCM 31424, KCCM 43210",1,Haloplanus salinarum,GCA_024498175,25-50
133591,RO5-8,"CGMCC 1.8712, JCM 16055",1,Haloplanus vescus,2617270898,30-50
,,,,,555874.3,
,,,,,GCA_900107665,
5882,SARL4B,"DSM 18392, JCM 14471",1,Halorhabdus tiamatea,1033806.12,15-55
,,,,,1033806.93,
,,,,,2562617191,
,,,,,2654588040,
,,,,,GCA_000215915,
166246,F13-25,"CECT 9384, IBRC-M 11176",1,Halorientalis pallida,GCA_004118325,30-50
158600,SAH-A6,"KCCM 43215, JCM 31519",1,Halorubrum aethiopicum,2684622567,30-55
,,,,,GCA_001542905,
5952,31-hong,"DSM 23496, CGMCC 1.2670, JCM 13560, KCTC 4073",1,Halorubrum aidingense,1230454.4,25-52
,,,,,2554235475,
,,,,,GCA_000336995,
5947,"5'1, 5.1","DSM 17463, CECT 7099",1,Halorubrum ezzemoulense,1121945.3,22-50
,,,,,1121945.5,
,,,,,2524614679,
,,,,,GCA_000421805,
,,,,,GCA_002114285,
23052,BG-1,"DSM 19804, JCM 14978, CECT 7322, CGMCC 1.7018, KCTC 4068",1,Halorubrum kocurii,1230456.3,25-55
,,,,,2554235489,
,,,,,GCA_000337355,
5951,3-Sep,"DSM 21995, CGMCC 1.5332, JCM 13559, KCTC 4069",1,Halorubrum lipolyticum,1227482.3,25-58
,,,,,2534682115,45-48
,,,,,GCA_000337375,
5969,XH-48,"DSM 17691, CECT 7116, CGMCC 1.5338, JCM 13463",1,Halostagnicola larsenii,2510065051,25-50
,,,,,797299.3,
,,,,,797299.6,
,,,,,797299.7,
,,,,,797299.8,
,,,,,797299.9,
,,,,,CP007055,
,,,,,GCA_000517625,
163855,LT12,"JCM 30667, CGMCC 1.14941",1,Halostella limicola,GCA_003675875,30-55
141067,CBA1114,"JCM 30111, KCTC 4206",1,Halostella salina,GCA_003675855,20-50
133550,JX313,"CGMCC 1.8909, NBRC 105739, JCM 18238",1,Natronorubrum daqingense,2681812915,20-50
,,,,,2740891999,
,,,,,588898.4,
,,,,,GCA_001971705,
,,,,,GCA_900156445,
134201,AX-7,"CGMCC 1.5333, JCM 13563",1,Natrinema limicola,1230457.4,30-61
,,,,,2554235498,45-50
,,,,,GCA_000337475,
,,,,,GCA_020105915,
134202,ABH32,"CGMCC 1.5334, JCM 13562",1,Natrinema longum,GCA_017352095,30-56
140566,H13,"BCRC 910151, NBRC 111885",1,Natrinema mahii,2853959580,45-55
,,,,,GCA_000690595,
5887,XH-65,"DSM 18196, CGMCC 1.6203, JCM 13891",1,Haloterrigena salina,1227488.3,25-50
,,,,,2554235505,
,,,,,GCA_000337495,
131395,T3/55,"DSM 29228, CECT 8801",1,Herbinix hemicellulosilytica,1564487.6,55
,,,,,2770939568,
,,,,,GCA_003315275,
132646,SD1D,"DSM 100831, CECT 8959",1,Herbinix luporum,2757320858,40-65
,,,,,GCA_900070325,55
654,"609, NRS-609","DSM 1, CCM 2013, NCIB 9365, NCTC 10334, WDCM 00002, CCUG 7417, ATCC 7050, IAM 1115, NRS 609, JCM 2257, BCRC 10606, CECT 12, CFBP 4225, CIP 66.25, CN 2202, HAMBI 1931, IAM 12463, IFO 12583, IMET 10993, KCTC 3625, LMG 6326, NBRC 12583, NCCB 77025, NCFB 1761, NCIMB 9365, NRIC 1005, NRRL NRS-609, VKM B-497, VTT E-98150, NCDO 1761",1,Heyndrickxia coagulans,1121088.1,22-55
,,,,,1121088.13,30-55
,,,,,1121088.3,60
,,,,,1121088.9,
,,,,,2524614861,
,,,,,2630968645,
,,,,,GCA_000290615,
,,,,,GCA_000420205,
,,,,,GCA_000832905,
,,,,,GCA_900128875,
650,M-39,"DSM 2314, ATCC 23498, NCIB 10276, JCM 20478, IAM 12320, NCIMB 10276",0,Heyndrickxia coagulans,1398.125,55
,,,,,GCA_006716385,
1102,RT 10,"DSM 9356, CIP 104972, LMG 17952",1,Heyndrickxia oleronia,38875.15,30-50
,,,,,38875.25,55
,,,,,38875.4,
,,,,,38875.5,
,,,,,GCA_002009555,
,,,,,GCA_017809215,
,,,,,GCA_025263665,
1257,B1724,"DSM 18868, CIP 107762, KCTC 13003, LMG 18435",1,Heyndrickxia shackletonii,157838.12,15-55
,,,,,157838.3,55
,,,,,GCA_001420715,
,,,,,GCA_011008805,
1149,"M 215, MB581, MB 581","DSM 10599, LMG 17668, CIP 104910, LMG 17894",1,Heyndrickxia sporothermodurans,46224.121,20-55
,,,,,46224.122,55
,,,,,46224.123,
,,,,,46224.124,
,,,,,46224.125,
,,,,,46224.126,
,,,,,46224.127,
,,,,,46224.128,
,,,,,46224.129,
,,,,,46224.13,
4188,EP5-r,"DSM 24586, OCM 986",1,Hippea alviniae,2523231012,45-75
,,,,,944480.3,60
,,,,,GCA_000420385,65
4187,Mar08-272r,"DSM 24585, OCM 985",1,Hippea jasoniae,2582581238,40-72
,,,,,GCA_000744435,62.5
,,,,,,65
4184,"MH2, MH<SUB>2</SUB>","DSM 10411, ATCC 700847",1,Hippea maritima,2504136000,55
,,,,,760142.3,
,,,,,GCA_000194135,
140043,KM1,DSM 24587,0,Hippea sp.,944481.3,65
,,,,,GCA_000526195,
17886,,"DSM 45258, CIP 109864, NBRC 109631, OFN S31, JCM 18112",1,Hoyosella altamirensis,2824239402,60
,,,,,2832161093,
,,,,,616997.4,
,,,,,616997.7,
,,,,,GCA_001653095,
,,,,,GCA_014191505,
8593,DQS3-9A1,"DSM 45089, CGMCC 4.3532, JCM 17490, NBRC 109087",1,Hoyosella subflava,443218.12,60
,,,,,443218.13,
,,,,,650716009,
,,,,,GCA_000214175,
782,MA-48,"DSM 2000, ATCC 43741, CCUG 26017, CIP 106933, LMG 7133",1,Hydrogenibacillus schlegelii,1484.13,38-79
,,,,,1484.14,55
,,,,,2675903597,65
,,,,,GCA_001543875,72.5
161196,,"JCM 11971, ATCC BAA-737",1,Hydrogenimonas thermophila,GCA_900115615,55
162622,SSM-sur55,"JCM 19825, KCTC 15926, DSM 111344",1,Hydrogenimonas urashimensis,GCA_016593255,55
509,ISBSK3,"DSM 16510, ATCC BAA-821, JCM 12173",1,Hydrogenivirga caldilitoris,246264.3,55-77
,,,,,2681812961,75
,,,,,GCA_003664005,
511,Z-829,"DSM 2913, INMI Z-829, JCM 8158, ATCC BAA-479",1,Hydrogenobacter hydrogenophilus,2728369262,72-76
,,,,,35835.3,75
,,,,,GCA_900215655,
512,TK-6,"DSM 6534, IAM 12695, JCM 7687, NBRC 102181",1,Hydrogenobacter thermophilus,608538.3,70
,,,,,646311936,70-75
,,,,,650377953,80
,,,,,GCA_000010785,
,,,,,GCA_000164905,
12954,TH-1,"DSM 6765, IFO 14978, NBRC 14978, CIP 106958",0,Hydrogenophilus thermoluteolus,2833634935,50
,,,,,297.17,
,,,,,GCA_003574215,
514,VM1,"DSM 12046, JCM 10974, ATCC BAA-483",1,Hydrogenothermus marinus,133270.3,65
,,,,,2734482257,
,,,,,GCA_003688665,
17765,AF-51,"DSM 23241, LMG 25526",1,Hydrotalea sandarakina,1004304.4,25-52.5
,,,,,2593339290,
,,,,,GCA_003254115,
13524,PLM1-5,"DSM 5456, JCM 9403",1,Hyperthermus butylicus,415426.13,95
,,,,,640069314,99
,,,,,GCA_000015145,
140127,IR-2,"DSM 100055, JCM 30901",1,Hypnocyclicus thermotrophus,1627895.3,48
,,,,,2802429728,
,,,,,GCA_004365575,
133925,SW104,"CGMCC 1.10824, JCM 18138",1,Idiomarina indica,1159017.3,Dec-50
,,,,,2596583643,
,,,,,GCA_900104245,
17819,Mat9-16,"DSM 19864, NBRC 101810, JCM 16511",1,Ignavibacterium album,2513237218,30-55
,,,,,945713.3,
,,,,,GCA_000258405,
4191,"KIN4/1, KIN4/I","DSM 18386, JCM 14125",1,Ignicoccus hospitalis,453591.15,73-98
,,,,,640753029,90
,,,,,GCA_000017945,
4189,,"DSM 13165, ATCC 700957, Kol 8",1,Ignicoccus islandicus,GCA_001481685,70-98
,,,,,,90
4190,LPC 33,"DSM 13166, ATCC 700958",1,Ignicoccus pacificus,GCA_025340205,75-98
,,,,,,90
4192,"AQ1.S1, TG 866","DSM 17230, JCM 13409",1,Ignisphaera aggregans,583356.9,85-98
,,,,,648028035,92
,,,,,GCA_000145985,92-95
132414,S2479,"DSM 100275, VKM B-2962",1,Inmirania thermothiophila,1750597.3,35-68
,,,,,2788499858,65
,,,,,GCA_003751635,
10529,BIO-TAS4-2,"DSM 24253, CCUG 57610, KCTC 22633",1,Jeongeupia naejangsanensis,613195.3,Oct-50
,,,,,GCA_016865585,
1511,YKJ-13,"DSM 18867, CIP 107405, JCM 10872, KCCM 80002, CCM 7134, KCTC 13914",1,Jeotgalibacillus alimentarius,135826.4,45.0-50.0
,,,,,2630968752,50
,,,,,GCA_000829445,55
1512,SF-57,"DSM 18983, CIP 108511, JCM 11810, KCCM 41644",1,Jeotgalibacillus campisalis,220754.4,55
,,,,,GCA_000829515,
1499,581,"DSM 1297, ATCC 29841, CCUG 28884, CIP 103308, LMG 6930, NRRL B-14558, NCIMB 2140",1,Jeotgalibacillus marinus,2651869825,55
,,,,,86667.3,
24804,JKG1,"DSM 26889, JCM 19132",1,Kallotenue papyrolyticum,2540341237,45-65
,,,,,GCA_000526415,55
22970,KD-1,"DSM 26752, JCM 18769",1,Keratinibaculum paraultunense,1278232.3,55
,,,,,2784746792,
,,,,,GCA_004343355,
,,,,,GCA_016767175,
164870,,JCM 39120,1,Koleobacter methoxysyntrophicus,GCA_017301615,55
17072,S304,"DSM 22549, JCM 15790, NBRC 109616",1,Kosmotoga arenicorallina,1453497.3,55
,,,,,2811995046,
,,,,,GCA_001636545,
131351,SLHLJ1,"DSM 26965, JCM 19180, MCCC 1A00641, UBOCC 3254",1,Kosmotoga pacifica,1330330.3,70
,,,,,2645727976,
,,,,,GCA_001027025,
134014,"GD02, GD 02","CGMCC 1.12404, KCTC 29149, DSM 117317",1,Kroppenstedtia guangzhouensis,1274356.3,30-60
,,,,,2784132153,50
,,,,,GCA_014637345,
158437,EA-1,"DSM 106492, CCOS 1194",1,Kyrpidia spormannii,2775506848,45-65
,,,,,GCA_002804065,55
,,,,,,70
159656,FAVT 5,DSM 109470,0,Kyrpidia spormannii,2055160.8,50
159657,COOX1,DSM 109471,0,Kyrpidia spormannii,2055160.9,50
,,,,,GCA_018802245,
,,,,,GCA_902829275,
436,T2,"DSM 2912, IFO 15312, NBRC 15312",1,Kyrpidia tusciae,562970.4,50
,,,,,646564511,
,,,,,GCA_000092905,
16746,Sea 37,"DSM 44608, ATCC 49853, CUB 927, JCM 8091, KCTC 3666, NCIMB 12324, VKM Ac-1431, CCUG 54950",1,Laceyella putida,2784132170,50
16741,A 978,"DSM 43356, ATCC 27375, CBS 701.70, CUB 618, IFO 13920, KCTC 9790, NBRC 13920, NCIB 10486, NCTC 10721, CCUG 7967, CBS 7001.70, JCM 3137, BCRC 13341, CCM 3274, CECT 5332, IMET 9713, JCM 3214, KACC 20089, LMG 21518, LMG 21673, MTCC 955, NCIMB 10486, NRRL B-16981, PCM 2375, VKM Ac-1360, VTT E-011981, PCM 237",1,Laceyella sacchari,2784132157,50
,,,,,2784746774,55
,,,,,37482.3,65
,,,,,GCA_004343255,
16748,RHA1,"DSM 45263, CCTCC AA 208058",1,Laceyella sediminis,2728369511,28-65
,,,,,2784132168,55
,,,,,GCA_003003125,
140689,,"CCTC AB 2015040, NBRC 110772, YIM 79486, DSM 46882, JCM 30657, BCRC 16987, CCTCC AB 2015040",1,Laceyella thermophila,2784132171,37-65
,,,,,,50
16747,,"DSM 45262, CCTCC AA 208050, YIM 10002",1,Laceyella tengchongensis,2724679819,55
,,,,,2784132169,
132456,CT6,"DSM 100029, KCTC 42939, MCC 2711",1,Lampropedia cohaerens,GCA_001005215,20-55
158301,HS1857,"DSM 104102, NBRC 112478",1,Lebetimonas natsushimae,2788500348,55
,,,,,GCA_002335445,
1212,MB800,"DSM 15595, LMG 17892, CIP 108417",1,Lederbergia galactosidilytica,217031.9,50
,,,,,2913365302,55
,,,,,GCA_017873565,
683,"670, Gibson 165, 883, 165","DSM 9, ATCC 10840, CCM 2214, NCIB 8773, NCTC 4824, CCUG 1816, NRS 670, JCM 2511, BCRC 11735, CECT 18, CIP 52.74, HAMBI 1918, IAM 12466, IAM 14178, IFO 15655, IFO 16413, IFO 16444, LMG 12355, LMG 16798, LMG 9579, NBRC 15655, NBRC 16413, NBRC 16444, NCCB 48017, NCFB 1127, NCIMB 8713, NCIMB 8773, NRRL B-396, NRRL NRS-883, VKM B-500, NCDO 1127, CIP 52.73",1,Lederbergia lenta,1348624.3,55
,,,,,1467.3,
,,,,,2731957655,
,,,,,2808606624,
,,,,,GCA_001591545,
,,,,,GCA_900478165,
158809,PFL01,"KCCM 43247, JCM 31901",1,Lelliottia jeotgali,2757320903,50
,,,,,GCA_002271215,
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577, CGMCC 1.6153, CIP 108664",1,Lentibacillus juripiscarius,1293599.7,55
,,,,,2728369697,
,,,,,GCA_001311805,
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,Lentibacillus lipolyticus,2510307.3,20-50
,,,,,GCA_004145795,
166345,G56,,1,Lentibacillus panjinensis,GCA_013387165,Oct-50
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,Lentibacillus persicus,2651870107,15.0-50.0
,,,,,640948.4,
,,,,,GCA_900112705,
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,Lentibacillus populi,1827502.3,15.0-50.0
503,YMTK-2,"DSM 16556, JCM 12579",1,Leptolinea tardivitalis,229920.7,50
,,,,,229920.8,
,,,,,GCA_001050275,
,,,,,GCA_001306095,
504,KIBI-1,"DSM 16555, JCM 12578",1,Levilinea saccharolytica,229921.15,50
,,,,,229921.16,
,,,,,2740892510,
,,,,,GCA_001050255,
,,,,,GCA_001306035,
24646,,"DSM 46701, CCTCC AA 2011024, JCM 18059, YIM 77831",1,Lihuaxuella thermophila,1173111.3,50
,,,,,2675903160,
,,,,,GCA_900110165,
24534,Ia16,"DSM 25584, IBRC-M 10018",1,Limimonas halophila,1082479.3,30-50
,,,,,2654587884,
,,,,,GCA_900100655,
131331,NGM72.4,"DSM 27329, ICMP 20182",1,Limisphaera ngatamarikiensis,2563366519,60
,,,,,GCA_011044775,
23349,,"DSM 25763, ATCC BAA-2444, PRI 4131",1,Litorilinea aerophila,1204385.4,40-65
,,,,,,55
140500,WDS2C18,"KCTC 52045, MCCC 1H00132",1,Longibacter salinarum,1850348.3,20-50
,,,,,2788499893,
,,,,,GCA_002554795,
2870,,"DSM 19022, NBRC 102133, EBR 46",1,Lutispora thermophila,1122184.3,40-60
,,,,,2585428153,55
,,,,,GCA_900142105,56.5
1538,10a,"DSM 17140, ATCC BAA-1146, IAM 15262, JCM 21713, CIP 109652, NBRC 103108",1,Lysinibacillus boronitolerans,1294264.5,>50.0
,,,,,1294264.6,
,,,,,1294264.9,
,,,,,2627853777,
,,,,,2728369705,
,,,,,GCA_000772935,
,,,,,GCA_001312025,
,,,,,GCA_002200915,
1537,34hs-1,"DSM 18869, ATCC PTA-4993, CIP 108263, KCTC 3961, NBRC 100172, NRRL B-30641",1,Lysinibacillus odysseyi,1220589.3,55
,,,,,1220589.4,
,,,,,1220589.5,
,,,,,2627854238,
,,,,,2731957675,
,,,,,GCA_000773015,
,,,,,GCA_001591965,
,,,,,GCA_002200835,
1532,"Gibson 1013, 1013","DSM 28, ATCC 14577, CCM 2120, JCM 2502, NCIB 9370, NCTC 10338, CCUG 7428, LMG 7134, BCRC 12825, CECT 33, CIP 65.30, IAM 13420, IFO 15095, KCTC 3346, NBRC 15095, NCCB 75018, NCIMB 9370, NRRL B-23268, VKM B-509, NCDO 1767",1,Lysinibacillus sphaericus,1354027.3,55
,,,,,1421.65,
,,,,,1421.85,
,,,,,2554235285,
,,,,,2855314903,
,,,,,GCA_000427235,
,,,,,GCA_002982115,
,,,,,GCA_005217555,
,,,,,GCA_006539805,
,,,,,GCA_900445465,
140558,S5H2222,"MCC 3065, KACC 18714, LMG 29294",1,Lysinibacillus telephonicus,GCA_003966145,Oct-55
17993,50-1 BON,"DSM 15567, CIP 107919",1,Mahella australiensis,2503508009,30-60
,,,,,,50
167419,Y2-1-60,"MCCC 1K04285, KCTC 72884",1,Maribellus sediminis,GCA_011799805,50
4147,SRL 4225,"DSM 16055, ATCC BAA-903",1,Maridesulfovibrio bastinii,1121441.3,20-50
,,,,,2524023158,
,,,,,GCA_000429985,
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652, NBRC 110046",1,Marinactinospora thermotolerans,1122192.6,Oct-55
,,,,,2524614583,
,,,,,GCA_900167435,
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,Marinilactibacillus piezotolerans,258723.5,Apr-50
,,,,,2636415975,
,,,,,GCA_900114235,
16699,T1,"DSM 14884, JCM 11576",1,Marinithermus hydrothermalis,2504643006,70
,,,,,869210.3,
,,,,,GCA_000195335,
17042,AT1271,"DSM 16785, JCM 12826",1,Marinitoga hydrogenitolerans,1122195.4,35-65
,,,,,2585428042,60
,,,,,GCA_900129175,
159051,LG1,"DSM 106824, JCM 32613",1,Marinitoga lauensis,2891158330,55
,,,,,GCA_004135675,
17044,MC3,"DSM 21709, JCM 15581, KCTC 15136, NBRC 109657",1,Marinitoga litoralis,2901074514,45-70
,,,,,570855.5,60
,,,,,GCA_016908145,
17041,KA3,"DSM 14283, JCM 11233",1,Marinitoga piezophila,2508501120,65
,,,,,443254.13,
,,,,,443254.7,
,,,,,CP003257,
,,,,,GCA_000255135,
134311,HS225,"CGMCC 1.6775, JCM 14804",1,Marinobacter pelagius,2619618995,Apr-48
,,,,,379482.7,
,,,,,GCA_900114925,
11277,v1c_Sn-red,"DSM 18438, LMG 24610, VKM 2416, VKM B-2416",1,Marinospirillum celere,1122252.3,13-55
,,,,,2600254929,
,,,,,GCA_900112235,
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,Marivibrio halodurans,2039722.4,Oct-50
,,,,,GCA_017963645,
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882, CIP 108793",1,Massilia alkalitolerans,1111733.3,Apr-55
,,,,,2513237112,
,,,,,GCA_000427785,
158428,AJH120,"DSM 106750, CCUG 71842",1,Megasphaera stantonii,2841202678,30-50
,,,,,GCA_003030445,
,,,,,GCA_003367905,
13652,YBY-7,"DSM 24422, CGMCC 1.10789, LMG 26247, MCCC 1A06317",1,Meinhardsimonia xiamenensis,2593339294,54
,,,,,2663762716,55
,,,,,990712.3,
,,,,,990712.6,
,,,,,GCA_003001835,
,,,,,GCA_900102905,
133487,,"CGMCC 1.6990, JCM 15151, LY 1",1,Meiothermus cateniformans,482825.3,55
,,,,,GCA_003574045,55-67
,,,,,,57.5
16701,GY-1,DSM 11376,1,Meiothermus cerbereus,1122221.3,50
,,,,,2556921013,
,,,,,GCA_000620065,
16711,AZM34c11,"DSM 23238, NBRC 106114",1,Meiothermus hypogaeus,1227553.3,35-57
,,,,,2891683568,50
,,,,,884155.3,
,,,,,GCA_003574035,
,,,,,GCA_007990975,
140693,,"KCTC 52599, CCTCC AB 2017100, YIM 72257",1,Meiothermus luteus,2026184.3,50-65
,,,,,2891664624,60
,,,,,GCA_003574085,
16700,21,"DSM 1279, ATCC 35948, BKM B-1258, VKM B-1258",1,Meiothermus ruber,2554235408,50
,,,,,504728.6,
,,,,,504728.9,
,,,,,646564545,
,,,,,GCA_000024425,
,,,,,GCA_000376665,
16708,CAL-4,"DSM 22234, LMG 24878",1,Meiothermus rufus,2522572180,55
,,,,,604331.3,
,,,,,GCA_000423425,
16703,VI-R2,DSM 9946,1,Allomeiothermus silvanus,526227.14,50
,,,,,526227.15,
,,,,,526227.6,
,,,,,646564546,
,,,,,GCA_000092125,
16705,WR-30,"DSM 14542, ATCC BAA-399, CCRC 17170",1,Meiothermus taiwanensis,1122222.3,55
,,,,,2528768209,
16706,WR-220,"DSM 14543, ATCC BAA-400, CCRC 17171",0,Meiothermus taiwanensis,1339250.5,55
,,,,,GCA_003568585,
158578,KBB12,"KCTC 32230, JCM 18740",1,Melaminivora jejuensis,1267217.3,>50
,,,,,GCA_017811175,
130213,Nari2A,"DSM 25894, CCUG 62543",1,Melghiribacillus thermohalophilus,1324956.3,55
,,,,,2784746804,56
,,,,,GCA_004342905,
16788,"EX, NariEX","DSM 45474, CCUG 59620",1,Melghirimyces algeriensis,2724679802,37-60
,,,,,910412.3,55
,,,,,GCA_900182565,56
23327,,"DSM 45787, CCTCC AA 2012007, NBRC 109068, SCSIO 11153",1,Melghirimyces profundicolus,1242148.3,37-65
,,,,,2734482286,52.5
,,,,,GCA_003054245,
24645,"11A, Nari11A","DSM 45514, CCUG 60050",1,Melghirimyces thermohalophilus,1236220.3,43-60
,,,,,2615840705,55
,,,,,GCA_900102685,56
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,Melioribacter roseus,1191523.3,35-60
,,,,,GCA_000279145,47
,,,,,,52-55
,,,,,,55
24785,cd-1655R,"DSM 25116, OCM 1212",1,Mesoaciditoga lauensis,1150474.3,45-65
,,,,,2579779163,58.5
,,,,,GCA_000745455,60
1268,CV53,"DSM 19613, CIP 108889, LMG 23174, UCCCB11",1,Mesobacillus foraminis,GCA_004340465,55
,,,,,GCA_013618915,
1250,YKJ-10,"DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839",1,Mesobacillus jeotgali,129985.4,50
,,,,,2908928733,55
,,,,,GCA_002874535,
140266,JJ-247,"DSM 103964, CCM 8726, LMG 29876",1,Mesobacillus zeae,1917180.7,50
,,,,,2913584337,
,,,,,GCA_003570705,
,,,,,GCA_013618945,
24816,"meso xx, VNs100","DSM 25546, JCM 18154",1,Mesotoga infera,2590828825,30-50
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,Metabacillus indicus,1458122.18,55
,,,,,2619619114,
,,,,,GCA_000708755,
1223,JG-30,"DSM 16189, KCTC 3880, BCRC 80033, CIP 108730",0,Metabacillus indicus,2619619115,Apr-50
,,,,,265729.29,55
,,,,,GCA_000709935,
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,Metabacillus iocasae,2291674.3,16-50
,,,,,2901267961,
,,,,,GCA_016909075,
1228,SW-211,"DSM 16303, KCTC 3898, CIP 108971",1,Metabacillus litoralis,GCA_007994985,Apr-46
161630,,"JCM 15769, CGMCC 1.7082",1,Metallosphaera cuprina,GCA_000204925,65
16646,HO1-1,"DSM 7519, JCM 8857, ATCC 51241, IAM 14250",1,Metallosphaera hakonensis,1293036.3,65
,,,,,2681813025,70
,,,,,79601.6,
,,,,,GCA_001315825,
,,,,,GCA_003201675,
16647,,"DSM 10039, Ron 12/II",1,Metallosphaera prunae,47304.5,75
16645,TH2,"DSM 5348, ATCC 51363",1,Metallosphaera sedula,399549.15,65
,,,,,640427120,
6949,MK4,"DSM 19849, VKM B-2440",1,Methanobacterium veterum,2582580744,Oct-46
,,,,,GCA_000745485,
,,,,,GCA_027110455,
130394,JH146,"DSM 27223, KACC 18232",1,Methanocaldococcus bathoardescens,GCA_000739065,80
6984,AG86,"DSM 4213, JCM 15782",1,Methanocaldococcus fervens,573064.11,85
,,,,,573064.13,
,,,,,644736385,
,,,,,GCA_000023985,
6982,ME,"DSM 11812, JCM 15783",1,Methanocaldococcus infernus,573063.7,85
,,,,,646564547,
,,,,,GCA_000092305,
6981,JAL-1,"DSM 2661, ATCC 43067, JCM 10045, CIP 104961, NBRC 100440",1,Methanocaldococcus jannaschii,243232.2,80
,,,,,243232.25,
,,,,,243232.26,
,,,,,638154505,
,,,,,GCA_000091665,
6986,KIN24-T80,"DSM 22612, JCM 16315",1,Methanocaldococcus villosus,1069083.4,80
,,,,,1069083.5,
,,,,,2517093008,
,,,,,2554235511,
,,,,,GCA_000363885,
,,,,,GCA_000371805,
6983,M7,DSM 12094,1,Methanocaldococcus vulcanius,579137.1,80
,,,,,646311944,
,,,,,GCA_000024625,
17668,MRE50,"DSM 22066, NBRC 105507",1,Methanocella arvoryzae,2505679073,37-55
,,,,,351160.9,
,,,,,GCA_000063445,
7001,Nankai-3,"DSM 17508, OCM 812",1,Methanococcus aeolicus,419665.15,20-55
,,,,,640753034,40-50
,,,,,GCA_000017185,
7022,CR-1,"DSM 2373, ATCC 33837, OCM 174, VKM B-1841",1,Methanoculleus thermophilus,2200.3,55
,,,,,2200.7,
,,,,,2634166298,
,,,,,2684622606,
,,,,,GCA_001571405,
,,,,,GCA_900101055,
158497,HHB,"DSM 105918, JCM 32161",1,Methanofervidicoccus abyssi,GCA_004310395,60-80
,,,,,,70
7062,Z-7303,"DSM 3721, NBRC 107634, OCM 161",1,Methanohalobium evestigatum,644295.1,50
,,,,,644295.12,
,,,,,648028039,
,,,,,GCA_000196655,
17853,NOBi-1,"DSM 16494, JCM 12467, NBRC 102358., NBRC 102358",1,Methanolinea tarda,882090.7,35-55
,,,,,,50
158342,AMET1,"DSM 28684, NBRC 110805, UNIQEM U982",1,Methanonatronarchaeum thermophilum,2786546529,30-60
,,,,,GCA_002153915,50
7044,AV19,"DSM 6324, JCM 9639, NBRC 100938",1,Methanopyrus kandleri,190192.8,95
,,,,,638154507,98
,,,,,GCA_000007185,
132429,E03.2,"DSM 100822, JCM 30921",1,Methanosarcina flavescens,2651869834,20-55
,,,,,GCA_001304615,
7118,Ms 97,DSM 11855,0,Methanosarcina sp.,1520800.3,50
,,,,,2595698250,
,,,,,GCA_900116525,
7121,TM-1,"DSM 1825, ATCC 43570, OCM 12, VKM B-1830",1,Methanosarcina thermophila,2636415612,50
,,,,,523844.2,
,,,,,GCA_000969885,
7123,CHTI-55,"DSM 2906, ATCC 43170, OCM 90",0,Methanosarcina thermophila,1434121.4,55
,,,,,2627854140,
,,,,,GCA_000969925,
6896,ADZ,"DSM 7466, ATCC 51443, VKM B-1962",1,Methanothermobacter defluvii,2757320366,60
,,,,,49339.3,
,,,,,GCA_003385755,
6898,Marburg,"DSM 2133, NBRC 100331, OCM 82, JCM 14651",1,Methanothermobacter marburgensis,648028041,65
,,,,,79929.14,
,,,,,79929.8,
,,,,,GCA_000145295,
,,,,,GCA_027555065,
6887,AC60,"DSM 3267, ATCC 43169",0,Methanothermobacter thermautotrophicus,2861686208,60
23082,RMAS,"DSM 23052, JCM 16532, NBRC 106236",1,Methanothermobacter tenebrarum,GCA_023167465,45-80
,,,,,,65
,,,,,,70
6882,"Delta H, DeltaH","DSM 1053, ATCC 29096, JCM 10044, NBRC 100330, OCM 143, VKM B-1908",1,Methanothermobacter thermautotrophicus,187420.15,65
,,,,,638154510,
,,,,,GCA_000008645,
,,,,,GCA_027554905,
6888,Z-245,DSM 3720,0,Methanothermobacter thermautotrophicus,GCA_027555045,55
6894,,"DSM 2970, ATCC 43096, NBRC 100332, VKM B-1829, JCM 14652, OCM 154",1,Methanothermobacter wolfei,GCA_025397995,60
7003,IH1,"DSM 14208, JCM 11175",1,Methanothermococcus okinawensis,647113.11,60
,,,,,647113.14,65
,,,,,650716055,
,,,,,GCA_000179575,
7002,SN-1,"DSM 2095, ATCC 35097, JCM 10549, OCM 138",1,Methanothermococcus thermolithotrophicus,2519103186,65
,,,,,523845.5,
,,,,,GCA_000376965,
,,,,,GCA_946463545,
7137,V24 S,"DSM 2088, ATCC 43054, JCM 10308",1,Methanothermus fervidus,523846.9,80
,,,,,649633067,83
,,,,,GCA_000166095,
