"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","16S seq. accession number",GC-content
,,,,,2619619100,,
,,,,,GCA_000312025,,
11843,"4372, 10102","DSM 2949, ATCC 27337, BCRC 10722, CCUG 7835, CIP 104411, KCTC 5182, KCTC 5973, LMG 15865, NCTC 11460, VTT E-022078, VPI 4330",1,"Peptostreptococcus anaerobius",1035196.3,AY326462,33.0
,,,,,1122950.3,D14150,
,,,,,1261.19,FJ410395,
,,,,,2519899669,FM207102,
,,,,,2537561951,GQ496448,
,,,,,2837383163,GQ496449,
,,,,,GCA_000318115,L04168,
,,,,,GCA_000381525,Z28984,
,,,,,GCA_900454605,Z29059,
,,,,,,Z29060,
23187,"Theo 5","DSM 27025, CCUG 57081, JCM 19103, KCTC 15366",1,"Peptostreptococcus canis",1159213.3,HE687281,30.8
,,,,,1159213.4,,
,,,,,2913489038,,
,,,,,GCA_014229965,,
,,,,,GCA_017874285,,
158895,WCA-SAB-591-4A-A,"DSM 106284, JCM 34372",1,"Peptostreptococcus porci",1261.56,MN537513,33.3
,,,,,GCA_009695815,,
11848,RT-10B,"DSM 23041, CCUG 58235, NRRL B-59380",1,"Peptostreptococcus russellii",215200.5,AY167952,35.6
,,,,,2839460140,,
,,,,,GCA_003012055,,
11847,W2278,"DSM 17678, CCUG 51858, JCM 15636",1,"Peptostreptococcus stomatis",596315.3,DQ160208,36
,,,,,648276712,,
,,,,,GCA_000147675,,
158416,L28,"DSM 104296, MCCC 1K03287",1,"Peribacillus acanthi",2171554.3,KY038378,36.9
,,,,,GCA_003073175,,36.93
158068,T3-209,"DSM 29135, KCTC 33631, MCCC 1K00503",1,"Peribacillus alkalitolerans",1550385.3,KM077161,41.8
,,,,,GCA_010882125,,
139988,MA001,"DSM 105779, JCM 12112, NCIMB 13969, CIP 108638, FERM BP-4493",1,"Peribacillus asahii",GCA_003570725,AB109209,39.4
1271,K9,"DSM 18926, LMG 23974",1,"Peribacillus butanolivorans",2645727660,EF206294,37.4
,,,,,421767.3,,
,,,,,GCA_001273755,,
140140,L5,"DSM 105484, CCTCC AB 2015055, KCTC 33637",1,"Peribacillus cavernae",2926509544,KT186244,45.6
,,,,,GCA_003989135,,
140045,ZLD-8,"DSM 105482, CCTCC AB 207173, KCTC 13246",1,"Peribacillus deserti",2901288096,GQ465041,40.1
,,,,,673318.5,,
,,,,,GCA_016909175,,
23708,,"DSM 28131, CCBAU 05776, HAMBI 3097, LMG 25492",1,"Peribacillus endoradicis",2901201504,GU434676,40.8
,,,,,718002.3,,
158859,"V44.8, V44-8","DSM 105192, ATCC BAA-2860",1,"Peribacillus glennii",GCA_003429105,KT720324,42.3
,,,,,QVTD00000000,KT720324.1,
1279,BT080,"DSM 17871, KCTC 13934, BCRC 80031",1,"Peribacillus kribbensis",1121092.3,DQ280367,43.3
,,,,,2524023229,,
,,,,,GCA_000430765,,
132573,FJAT-27997,"DSM 101776, CCTCC AB 2015285",1,"Peribacillus loiseleuriae",GCA_001183985,KT362910,37.54
748,"T25B, B-3394","DSM 6, ATCC 23296, DSM 13778, LMG 9580, NCIMB 11729, CIP 106932, CCUG 28882",1,"Peribacillus psychrosaccharolyticus",1174504.3,AB021195,38.5
,,,,,2547132175,AB681415,
,,,,,GCA_000305495,AF478069,
,,,,,,X60635,
158858,V47-23a,"DSM 105190, ATCC BAA-2861",1,"Peribacillus saganii",GCA_003429095,KT720344,40.6
790,NRS-960,"DSM 1321, ATCC 49097, NRS 960, JCM 12307, BCRC 15909, CCM 7148, CCUG 28889, CGMCC 1.3471, CIP 106934, IFO 15720, KCTC 3450, LMG 11160, NBRC 15720, NRRL NRS-960, VTT E-97781",1,"Peribacillus simplex",1349754.4,AB363738,40-41
,,,,,1349754.5,AF478071,40.1
,,,,,1349754.9,AJ439078,
,,,,,2731957667,AJ628743,
,,,,,2823415468,D78478,
,,,,,GCA_001591785,ON629931,
,,,,,GCA_002243645,OR660296,
,,,,,GCA_007679575,X60638,
6860,2L24P13,"DSM 22752, JCM 18047, LMG 25373",1,"Periweissella beninensis",2901094396,EU439435,37
,,,,,504936.3,LC521979,37.0-37.2
,,,,,GCA_016908275,,
,,,,,GCA_023701865,,
24150,M75,"DSM 28407, CCUG 61472, LMG 26217",1,"Periweissella fabalis",1070421.3,HE576795,37
,,,,,GCA_012396505,,
,,,,,GCA_023657345,,
6859,"257, KDB-2008","DSM 21416, LMG 24289",1,"Periweissella fabaria",546157.5,FM179678,38.2
,,,,,GCA_023657385,,
,,,,,GCA_918814575,,
6858,215,"DSM 19935, LMG 24286",1,"Periweissella ghanensis",467997.5,AM882997,40
,,,,,GCA_023657365,,
,,,,,GCA_918814755,,
140543,BK296,"KCTC 52162, JCM 31377",1,"Perlucidibaca aquatica",2791354891,KU984676,55.7
,,,,,GCA_001676655,,
8209,,"DSM 21586, KCCM 42363, NBRC 102354, IMCC 1704",1,"Perlucidibaca piscinae",1122951.3,AB681750,63.1
,,,,,2524614877,DQ664237,
,,,,,GCA_000420045,,
132184,HW001,"DSM 103792, CICC 10856, KCTC 32485",1,"Permianibacter aggregans",1510150.4,KJ721800,55.4
,,,,,2795385471,,
,,,,,GCA_004363125,,
,,,,,GCA_009756665,,
164712,MO1340,"JCM 34026, UBOCG M-3359, UBOCC M-3359",1,"Persephonella atlantica",GCA_016617615,MT376293,37.1
,,,,,JAACYA000000000,,
517,29W,"DSM 15103, JCM 11663",1,"Persephonella hydrogeniphila",198703.3,AB086419,37.3
,,,,,2728369220,AM259508,
,,,,,GCA_900215515,JQ346733,
134231,Shu-9-SY12-35C,"MBIC 07417, IAM 15412, KCTC 12866, JCM 23195, CIP 109672, NBRC 103568",1,"Persicitalea jodogahamensis",402147.3,AB272165,56.3
,,,,,GCA_014651615,AB682132,
158494,15-057A,"DSM 106435, ATCC BAA-2934",1,"Peterkaempfera bronchialis",2126346.3,KR346911,72.6
,,,,,2856716682,MK089584,
,,,,,GCA_003258605,,
15274,AA-223,"DSM 40009, AS 4.1868, ATCC 19766, CBS 504.68, IFO 12779, ISP 5009, NBRC 12779, RIA 1046, JCM 4300, BCRC 13649, CGMCC 4.1868, CGMCC 4.1903, JCM 4582, NCIMB 9811, NRRL B-3064, VKM Ac-1727, VTT E-073013, DSM 117346, CCRC 13649, NCIB 9811, NRRL ISP-5009, UNIQEM 152",1,"Peterkaempfera griseoplana",GCA_001418575,AB122751,72.5
,,,,,,AB184138,
,,,,,,AY999894,
,,,,,,D44048,
,,,,,,JQ806222,
,,,,,,JQ806223,
,,,,,,JQ806224,
,,,,,,JQ806225,
,,,,,,JQ806226,
,,,,,,JQ806227,
132467,ING2-E5A,"DSM 28695, CECT 8611",1,"Petrimonas mucosa",2751185676,KP233808,48.2
,,,,,GCA_900095795,,
12503,BN3,"DSM 16547, JCM 12565, CIP 108780",1,"Petrimonas sulfuriphila",2828614168,AY570690,40.8
159197,70B-A,"DSM 105309, JCM 32078",1,"Petrocella atlantisensis",GCA_900538275,KY969626,37.3
158360,SK-Y3,"DSM 103557, ACCC 19952",1,"Petroclostridium xylanilyticum",2831404242,KT630605,37.1
,,,,,GCA_002252565,,37.2
17051,MET-B,"DSM 16923, CCUG 50214",1,"Petrotoga halophila",1122953.3,AY800102,34.6
,,,,,2556793017,,
,,,,,GCA_002924615,,
17048,,"DSM 14811, CIP 107371, MET met12, MET 12",1,"Petrotoga mexicana",1122954.3,AY125964,36.1
,,,,,GCA_002895565,,
17047,42-6,"DSM 10691, ATCC 51224",1,"Petrotoga miotherma",1434326.3,FR733705,39.8
,,,,,GCA_002895605,,
17049,SL24,"DSM 13574, JCM 11234",1,"Petrotoga olearia",1122955.3,AJ311703,35
,,,,,156203.3,,
,,,,,2757320361,,
,,,,,GCA_002895525,,
,,,,,GCA_003688505,,
17050,SL25,"DSM 13575, JCM 11235",1,"Petrotoga sibirica",1122956.3,AJ311702,33
,,,,,156202.3,,
,,,,,2756170166,,
,,,,,GCA_002924625,,
,,,,,GCA_004366085,,
13731,T5,"DSM 16374, CIP 109289, LMG 22475",1,"Phaeobacter inhibens",2574179718,AY177712,55.7
,,,,,999548.6,KC176240,
,,,,,GCA_000473105,,
13848,,"DSM 26436, CCUG 55857, LMG 24365",1,"Phaeobacter italicus",2622736589,AM904562,61
,,,,,481446.6,OP740545,61.0
,,,,,GCA_900113345,,
140086,P97,"DSM 103148, LMG 29594",1,"Phaeobacter porticola",2718218026,KX163077,58.6
,,,,,GCA_001888185,,
133692,PG2S01,"CCTCC AB 209288, LMG 25704, MCCC 1F01079, JCM 33360",1,"Phaeocystidibacter luteus",911197.3,HQ434766,44.6
,,,,,GCA_008933115,,
163836,,"JCM 30614, CGMCC 1.14954",1,"Phaeocystidibacter marisrubri",1577780.3,KM609933,39
,,,,,1577780.4,,
,,,,,2887169821,,
,,,,,GCA_008933165,,
,,,,,GCA_014640415,,
14026,JA480,"DSM 23193, KCTC 5825, NBRC 106163",1,"Phaeovibrio sulfidiphilus",1220600.4,FN391894,67.8
,,,,,GCA_014861485,,67.8-68.8
,,,,,,,68
100,"QUM 3679","DSM 14760, ACM 3679",1,"Phascolarctobacterium faecium",1122957.3,X72865,41-42
,,,,,2756170237,,
,,,,,GCA_003269275,,
158153,A177,"DSM 22533, JCM 16074, YIT 12067",1,"Phascolarctobacterium succinatutens",2836699358,AB490811,46.5
,,,,,626939.3,,47
,,,,,626939.32,,
,,,,,649989983,,
,,,,,GCA_000188175,,
23016,,"DSM 27043, ATCC 12775, CFBP 3281, ICMP 745, LMG 2187, NCPPB 539, CCUG 32859",1,"Phaseolibacter flectens",1336237.3,AB021400,44.3
,,,,,2545555808,,
,,,,,GCA_000518745,,
140629,W2-3-4,"LMG 28593, KACC 18306",1,"Phenylobacterium aquaticum",GCA_022695515,KT309087,68.7
2348,4T-6,"DSM 19425, KACC 12597, CIP 110190, NBRC 106419",1,"Phenylobacterium composti",2571042909,AB682432,67.5
,,,,,,EU022524,
158279,,"DSM 103871, CCTCC AB 2016297, YIM 73061, NCCP 697",1,"Phenylobacterium deserti",1914756.3,LC193944,66.8
,,,,,2840414474,,
,,,,,GCA_003254705,,
2347,,"DSM 21793, CCUG 26751, LMG 11050",1,"Phenylobacterium haematophilum",2829855964,AJ244650,67.8
,,,,,98513.3,KC778382,
,,,,,GCA_014196295,,
158580,HKS-05,"KACC 18628, LMG 30081",1,"Phenylobacterium hankyongense",2848300489,KT950746,70.4
,,,,,GCA_003254505,,
2339,E,"DSM 1986, ATCC 35973, NCIB 12055, CIP 103305, LMG 6165, NCIMB 12055",1,"Phenylobacterium immobile",2690315804,Y18216,65.5
,,,,,31967.4,,
,,,,,GCA_001375595,,
2343,Slu-01,"DSM 17809, IAM 15119, JCM 21577, KCTC 12206, NBRC 102285",1,"Phenylobacterium koreense",2928269751,AB166881,68.1
,,,,,,AB681743,
166483,LX32,"KCTC 62522, CCTCC AB 2018055",1,"Phenylobacterium soli",2837455513,MH220045,70.1
,,,,,GCA_003254475,,
1614,BL2,"DSM 18169, JCM 13652, CCUG 54636",1,"Phocaeicola barnesiae",1121094.3,AB253726,46.8
,,,,,1236490.3,,
,,,,,2517572120,,
,,,,,2585427859,,
,,,,,GCA_000374585,,
,,,,,GCA_000613645,,
1608,M16,"DSM 17136, JCM 12979, CCUG 54635",1,"Phocaeicola coprocola",470145.6,AB200224,42.4
,,,,,642791613,EU136688,
,,,,,GCA_000154845,,
,,,,,GCA_020731235,,
1622,"CB 42","CCUG 55424, DSM 18228, JCM 13818",1,"Phocaeicola coprophilus",2731957552,AB260026,44.7
,,,,,547042.10,,45.7
,,,,,643886197,,
,,,,,GCA_000157915,,
,,,,,GCA_001315785,,
161400,,"JCM 13816",0,"Phocaeicola coprophilus",1342725.3,AB064919,44.2-45.2
,,,,,2731957550,,
,,,,,GCA_001315745,,
161401,,"JCM 13817",0,"Phocaeicola coprophilus",1342726.3,AB260025,44.2-45.2
,,,,,2731957551,,
,,,,,GCA_001315765,,
1612,175,"DSM 17855, JCM 13471, CCUG 53892",1,"Phocaeicola dorei",357276.1035,AB242142,42.0
,,,,,357276.1436,AB242412,43
,,,,,483217.6,HQ012025,
,,,,,642979370,,
,,,,,GCA_000156075,,
,,,,,GCA_013009555,,
,,,,,GCA_025146415,,
1611,"B84634, 84634","DSM 17679, CCUG 48901, CIP 107942, JCM 13223",1,"Phocaeicola massiliensis",1121098.3,AB510703,42.7
,,,,,1121098.4,AY126616,49
,,,,,1121098.7,,
,,,,,2515154074,,
,,,,,2531839249,,
,,,,,2585427948,,
,,,,,GCA_000373085,,
,,,,,GCA_000382445,,
,,,,,GCA_000613545,,
1625,WK042,"DSM 21004, JCM 15092",1,"Phocaeicola paurosaccharolyticus",1236498.4,AB298727,37.1
,,,,,2585427865,AB547645,41
,,,,,GCA_000613805,,41.0
1607,M12,"CCUG 54634, DSM 17135, JCM 12973",1,"Phocaeicola plebeius",484018.6,AB200217,43.9
,,,,,642979351,,
,,,,,GCA_000187895,,
1615,BL78,"CCUG 60908, DSM 18170, JCM 13657",1,"Phocaeicola salanitronis",649633013,AB253731,46.9
,,,,,667015.7,,
,,,,,667015.8,,
,,,,,667015.9,,
,,,,,GCA_000190575,,
1627,"A-C2-0, AC20","DSM 21941, CCUG 57211, JCM 17136",1,"Phocaeicola sartorii",1236515.3,AB572597,41.5
,,,,,2585427920,GQ456204,43.8
,,,,,GCA_000614185,,45.5
,,,,,GCA_024622025,,
1601,"LRA 049 07 85","DSM 1447, ATCC 8482, CCUG 4940, JCM 5826, BCRC 12903, CIP 103714, IAM 14520, IFO 14291, LMG 7956, NBRC 14291, NCTC 11154",1,"Phocaeicola vulgatus",2510065017,AB050111,41
,,,,,2886510283,AB510712,41.0
,,,,,435590.45,AF176693,42.2
,,,,,435590.9,AJ867050,
,,,,,640753008,EU136687,
,,,,,821.4031,HQ012024,
,,,,,GCA_000012825,M58762,
,,,,,GCA_028538915,,
11748,M1063U/93,"CCUG 47322, DSM 15746, NCTC 12872, CIP 106491",1,"Phocoenobacter uteri",146806.3,X89379,41.5
,,,,,2887118680,,
,,,,,GCA_900454895,,
17648,"EPRHB-8, HB-8","DSM 24425, JCM 17384",1,"Phorcysia thermohydrogeniphila",2728369737,HQ336972,47.8
,,,,,936138.7,JN118840,
,,,,,GCA_004339575,,
140486,P03D4,"KCTC 52365, MCCC 1K03200, CGMCC 1.15764, JCM 31445",1,"Photobacterium alginatilyticum",2905545480,KU315478,44.3
,,,,,GCA_009910675,,
131276,AE6,"DSM 100848, CGMCC 1.12159, JCM 18480",1,"Photobacterium aquae",1195763.3,JQ948040,47.1
,,,,,2713896763,,
,,,,,GCA_001029445,,
17237,LC2-065,"DSM 23343, KCTC 22356, NBRC 104633, JCM 17429, CCTCC AB 2010382, DSM 24197",1,"Photobacterium aquimaris",2772190742,AB428873,42.2
,,,,,2878587867,AB682215,64
,,,,,512643.17,,
,,,,,512643.7,,
,,,,,GCA_001676085,,
,,,,,GCA_002954455,,
,,,,,GCA_003025415,,
164329,,"JCM 32689, KCTC 62619, MCCC 1K03517, BEI 247",1,"Photobacterium chitinilyticum",GCA_004104355,MG754451,46.45
17223,,"DSM 7482, ATCC 33539, CCUG 13626, KCTC 12323, LMG 7892, CDC 2588-80, CIP 102761, NCIMB 2184",1,"Photobacterium damselae",2773857966,AB032015,43.0
,,,,,2858417275,AB255703,
,,,,,38293.28,AB680919,
,,,,,85581.9,AY191126,
,,,,,GCA_003026815,D11179,
,,,,,,D11228,
,,,,,,D11277,
,,,,,,FJ971859,
,,,,,,OQ921689,
,,,,,,X71835,
17232,SL13,"DSM 21158, JCM 12947, KCTC 12384, CIP 108964",1,"Photobacterium frigidiphilum",264736.4,AY538749,43.8
,,,,,2873889650,,
,,,,,GCA_003025615,,
23340,Gung47,"DSM 26887, CCUG 58399, KCTC 22804",1,"Photobacterium gaetbulicola",1295392.6,GQ260188,50.6
,,,,,2645727918,,
,,,,,2905573978,,
,,,,,658445.3,,
,,,,,GCA_000940995,,
,,,,,GCA_003025515,,
131557,S2753,"DSM 100496, LMG 28894",1,"Photobacterium galatheae",2711768099,KR704916,49.5
,,,,,GCA_000695255,,
,,,,,GCA_023653475,,
17233,FR1311,"DSM 22954, IMSNU 60287, JCM 12487, KCTC 12328, CIP 109254, DSM 22358, NCIMB 14495",1,"Photobacterium ganghwense",2713896764,AY960847,44
,,,,,2868869919,,44.0
,,,,,320778.3,,
,,,,,320778.6,,
,,,,,GCA_001029455,,
,,,,,GCA_003025595,,
17226,"MACL 01","DSM 18316, CECT 5860, LMG 22194",1,"Photobacterium halotolerans",1122959.4,AY551089,49.8
,,,,,2524614658,,
,,,,,GCA_000425165,,
17224,PS1,"DSM 9896, ATCC 51760, CIP 104755, KCTC 12376",1,"Photobacterium iliopiscarium",2751185812,AB000278,39
,,,,,2868861791,AY642160,
,,,,,56192.15,AY642161,
,,,,,56192.4,AY642162,
,,,,,GCA_000950265,AY642163,
,,,,,GCA_003026395,AY642164,
,,,,,,AY642165,
,,,,,,AY642166,
,,,,,,AY642167,
,,,,,,AY642168,
130749,R-2567,"DSM 100339, CAIM 1817, LMG 25436, UFRJ R-789",1,"Photobacterium jeanii",2900308143,GU065209,45.5
,,,,,858640.7,GU065210,
,,,,,GCA_003025495,,
17234,DF-42,"DSM 21778, JCM 13586, KCTC 12723, CAIM 1851, CECT 7642, CIP 109547, LMG 25278",1,"Photobacterium lutimaris",2770939603,DQ534014,48.3
,,,,,2858373912,,
,,,,,388278.3,,
,,,,,388278.4,,
,,,,,GCA_003025555,,
,,,,,GCA_004363665,,
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,"Photobacterium proteolyticum",2882267562,KT971138,47.9
,,,,,GCA_001939735,,
163887,,"JCM 30852, ACCC 19961, LAM 9072",1,"Photobacterium salinisoli",GCA_003614885,KP054474,50.2
132601,Mj110,"DSM 24670, CAIM 1827, CECT 7579",1,"Photobacterium sanguinicancri",2873884416,GQ454928,43.9
,,,,,875932.3,,
,,,,,GCA_002265265,,
,,,,,GCA_024346675,,
17239,Mj283,"DSM 24669, CECT 7576, CAIM 1393",1,"Photobacterium swingsii",2648501459,GQ386816,46.7
,,,,,2858407585,GQ386822,
,,,,,680026.4,,
,,,,,680026.8,,
,,,,,GCA_001077885,,
,,,,,GCA_003026435,,
,,,,,GCA_024346715,,
158680,H01100410B,"CECT 9189, LMG 29991",1,"Photobacterium toruni",1935446.4,KX855661,38.6
,,,,,2871215625,,
,,,,,GCA_024529955,,
,,,,,GCA_900166975,,
5051,"C1, NC-19, NC19","DSM 3369, ATCC 29304, CIP 109947",1,"Photorhabdus khanii",2518285522,AY278657,44.0
,,,,,GCA_000517265,D78004,
,,,,,,X82249,
5032,Hb,"DSM 3368, ATCC 29999, CCM 7077, CIP 106429, NCIMB 12670",1,"Photorhabdus luminescens",171439.3,AY278640,44.0
,,,,,2597490348,AY870658,
,,,,,2648501375,D78005,
,,,,,29488.49,X82248,
,,,,,GCA_001083805,,
,,,,,GCA_900102985,,
159733,S-12,"KACC 18497, JCM 31612",1,"Phreatobacter cathodiphilus",GCA_003008515,MH032761,69.3
24753,PI_21,"DSM 25521, KCTC 52181, NCAIM B 02510",1,"Phreatobacter oligotrophus",1122261.3,HE616165,68.9
,,,,,2734482287,,
,,,,,GCA_003046185,,
140727,YC6-17,"KCTC 52518, DSM 103734",1,"Phreatobacter stygius",1940610.3,LT719153,64.4
,,,,,2837187533,,64.6
,,,,,GCA_005144885,,
6294,Lochhead&Burton541,"DSM 12806, ATCC 13347, CDA 859, IFO 12159, NBRC 12159, NCDO 1576, NCIMB 9222, JCM 11564, CIP 102696, IAM 14868, IAM 14893, IAM 14902, IFO 12959, KCTC 39573, KCTC 9649, LMG 16468, LMG 17308, NBRC 12959, VKM Ac-1108",1,"Phycicoccus duodecadis",173053.3,AB072496,73
,,,,,2630968219,,
,,,,,GCA_002846495,,
6298,Lp2,"DSM 14184, JCM 11141, CCUG 46560, CIP 107623, IAM 14965, NBRC 103079, KCTC 39572, NCIMB 14348",1,"Phycicoccus elongatus",2600254961,AB030911,68.99
,,,,,GCA_000367525,,69.6
132430,JP6SC6,"DSM 100020, CGMCC 4.7300, JCM 31784",1,"Phycicoccus endophyticus",1690220.4,KT327645,72.5
,,,,,1690220.5,,
,,,,,2894037358,,
,,,,,GCA_014395645,,
,,,,,GCA_014646175,,
161611,,"JCM 15616, KCCM 42315, NBRC 106161, NRRL B-24460",1,"Phycicoccus jejuensis",GCA_000720925,AB530140,74
,,,,,,DQ345443,
11874,,"DSM 5892, ATCC 43590, IAM 13584, JCM 20932, LMG 2t2, NCIMB 12127, CCUG 34962, CIP 108241, LMG 2.2, LMG 6738, NBRC 100019",1,"Phyllobacterium myrsinacearum",2767802441,AB681132,60.3-61.3
,,,,,2802429686,AY785315,
,,,,,28101.3,D12789,
,,,,,28101.5,,
,,,,,28101.8,,
,,,,,GCA_002980555,,
,,,,,GCA_003182235,,
,,,,,GCA_004217385,,
158644,LLAN61,"LMG 30173, CECT 9417",1,"Phyllobacterium salinisoli",2840750342,LT614649,58
,,,,,GCA_003335045,,
158802,Tri-48,"LMG 30371, RCAM 03910",1,"Phyllobacterium zundukense",1867719.3,KX447666,57.22
,,,,,1867719.4,,
,,,,,1867719.5,,
,,,,,1867719.6,,
,,,,,1867719.7,,
,,,,,1867719.8,,
,,,,,2775506902,,
,,,,,GCA_002764115,,
132519,,"DSM 101529, CGMCC 4.7225, KCTC 39701, EGI 80629, JCM 32495",1,"Phytoactinopolyspora alkaliphila",1783498.3,KU042078,67.3
,,,,,GCA_010550695,,
131400,,"DSM 46804, CPCC 204078, KCTC 29657, EGI 60009, JCM 31493",1,"Phytoactinopolyspora endophytica",GCA_004138495,KP271925,70.4
164640,,"JCM 33740, CGMCC 4.7654",1,"Phytoactinopolyspora mesophila",GCA_010122465,MN209902,66.2
5245,"LS 8","DSM 17806, CGMCC 1.5339, LMG 23328",1,"Phytobacter diazotrophicus",2784746789,DQ821583,58.6
,,,,,395631.3,,
,,,,,GCA_004346725,,
169324,S29,"DSM 27342, KACC 17598",1,"Phytobacter palmae",FONB00000000.1,KX893413,52.6
,,,,,GCA_900112785,,
23123,K09-0627,"DSM 45551, JCM 17387, NBRC 107702",1,"Phytohabitans flavus",1076124.3,AB663558,71
,,,,,GCA_011764545,,
23124,K11-0057,"DSM 45864, BCC 48147, JCM 17830, NBRC 108639",1,"Phytohabitans houttuyneae",1076126.3,AB663560,73
,,,,,GCA_011764425,,
23125,K11-0047,"DSM 45865, BCC 48146, JCM 17829, NBRC 108638",1,"Phytohabitans rumicis",1076125.3,AB663559,72
,,,,,GCA_011764445,,
8050,K07-0523,"DSM 45306, BCC 55028, JCM 31213, NBRC 105367, TBRC 2211",1,"Phytohabitans suffuscus",624315.3,AB490769,73
,,,,,GCA_011764565,,
166099,R4HLG17,"ACCC 19929, KCTC 52415",1,"Phytohalomonas tamaricis",GCA_003012345,KU973623,55.1
8053,,"DSM 45386, BCC 55029, CCTCC AA 209041, NBRC 110449, TBRC 2224, YIM 65646, JCM 19147",1,"Phytomonospora endophytica",2861520306,GU367156,70
,,,,,714109.3,,70.0
,,,,,714109.4,,
,,,,,GCA_014202425,,
,,,,,GCA_016862855,,
11900,,"DSM 9789, JCM 10054, KAW 2/2, ATCC 700036",1,"Picrophilus oshimae",1122961.3,X84901,36
,,,,,2579779151,,
,,,,,GCA_900176435,,
11901,,"DSM 9790, JCM 10055, KAW 2/3, NBRC 100828",0,"Picrophilus oshimae",263820.9,NR_074187,35
,,,,,638154512,,
,,,,,GCA_000008265,,
159685,IMT-318,"DSM 107179, CCM 8859, CIP 111626, LMG 30658",1,"Pigmentiphaga humi",GCA_900606115,MH667611,66.9
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,"Pigmentiphaga litoralis",516702.5,EU583723,65.5
,,,,,GCA_014651835,,
169473,RR4-56,"DSM 107918, KCTC 52648",0,"Pikeienuella piscinae",GCA_011044155,MG889589.1,65.9
,,,,,,MG889589.2,
11937,,"DSM 6068, ATCC 27377, DSM 940, ICPB 4128",1,"Pirellula staleyi",530564.19,AJ231183,57.5
,,,,,530564.20,M34126,
,,,,,530564.21,X81946,
,,,,,530564.22,,
,,,,,530564.3,,
,,,,,646311948,,
,,,,,GCA_000025185,,
,,,,,GCA_945861035,,
,,,,,GCA_945870455,,
,,,,,GCA_945875845,,
160162,Pla175,"DSM 109594, CECT 9871, VKM B-3448",1,"Pirellulimonas nuda",GCA_007750855,MK559987,52.8
,,,,,,,66.5
1545,HS224,"DSM 21633, CCM 7596, JCM 15721, LMG 24786",1,"Piscibacillus halophilus",2654587883,FM864227,37.5
,,,,,571933.3,,
,,,,,GCA_900110685,,
1544,RBU1-1,"DSM 21622, JCM 13188, PCU 270, TISTR 1571, CIP 109653",1,"Piscibacillus salipiscarius",1294022.5,AB194046,36.7
,,,,,2675903365,,
,,,,,GCA_001311865,,
3944,Ngc37-23,"DSM 22761, NBRC 104926",1,"Piscicoccus intestinalis",1208313.4,AB550799,71.5
,,,,,2681812969,,
,,,,,GCA_001515525,,
23827,C01,"DSM 27630, KCTC 13150, PCU 316, TISTR 1958",1,"Pisciglobus halotolerans",2634166901,GU459067,38.6
,,,,,745365.3,,
,,,,,GCA_900113675,,
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,"Piscinibacter caeni",2883124827,KX390668,70.10
,,,,,GCA_003265685,,
133221,SH-1,"KACC 18594, JCM 31230",1,"Piscinibacter defluvii",2881658920,KU667249,69.9
,,,,,GCA_004011805,,
133415,K7,"LMG 28835, KCTC 42657, BCRC 80901",1,"Planctobacterium marinum",GCA_020687805,LN830270,46.5
131336,P3,"DSM 26348, VKM B-2887",1,"Planctomicrobium piriforme",1576369.4,KP161655,59.0
,,,,,2675903691,,
,,,,,GCA_900113665,,
166440,13S1-3,"KCTC 49115, CGMCC 1.16554",1,"Planctomonas deserti",GCA_003067705,MH287062,70.4
134050,"P8, IMER 00624","KACC 16581, NBRC 108858, DSM 111729",1,"Planifilum composti",2784132152,61_DSM_111729_900R,56.5
,,,,,,JN793954,
16752,H0165,"DSM 44946, ATCC BAA-969, JCM 12507, BCRC 16827",1,"Planifilum fimeticola",201975.3,AB088364,60.3
,,,,,2728369512,,
,,,,,GCA_003001905,,
16751,500275,"DSM 44945, ATCC BAA-970, JCM 12508, BCRC 16828",1,"Planifilum fulgidum",201973.5,AB088362,58.7
,,,,,2615840724,,59.35
,,,,,GCA_900113175,,60
134218,LA5,"CCTCC AA 206002, KCTC 13052, DSM 45664",1,"Planifilum yunnanense",2784132149,DQ119659,56.8
24527,,"DSM 22400, JCM 18269, RCA 23",1,"Planktomarina temperata",2548877138,GQ369962,53.67
141082,X14M-14,"CGMCC 1.12924, KCTC 42675",1,"Planktosalinus lacus",1526573.3,KJ782427,36.6
,,,,,GCA_014640155,,
13865,"SH6-1, SH6_1","DSM 23709, LMG 25294",1,"Planktotalea frisia",2593339277,FJ882052,53.8
,,,,,2703719202,,
,,,,,696762.6,,
,,,,,GCA_001890925,,
,,,,,GCA_003254185,,
16574,Pb-1075,"DSM 43041, ATCC 23867, CBS 115.69, IAM 14288, IFO 13879, IFO 13918, JCM 3092, KCC A-0092, NBRC 13879, NBRC 13918, NCIMB 13269, VKM Ac-700, BCRC 13637, CGMCC 4.1206, IMSNU 20108, KCTC 9176, MTCC 1070",1,"Planobispora longispora",28887.3,D85494,71
,,,,,GCA_016863135,,
